C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/17,04:05:01,0000000423292028,,0000000423292022
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/16 04:05:00",1,NSW1,0,64.05629,0,64.05629,0,0,7162.15,-1,6849.56,80,-392.6,0,,,54.45,,,,,,,,164,,,,,,,,149,,,,,,,,127,,,,,,,,145,,,,,,,,104,,,,,,-8.47191,10081.14369,187,7269.78906,7249.43,,56,,,,30,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,5,5,0,0.2,0.2,0,0.39,0.39,0,0.45,0.45,0,3.62,3.62,0
D,DREGION,,2,"2024/06/16 04:05:00",1,QLD1,0,59.85,0,59.85,0,0,5439.3,8,5851.63,0,412.33,0,,,41,,,,,,,,79,,,,,,,,69,,,,,,,,59,,,,,,,,139,,,,,,,,153.99,,,,,,-1.70351,9448.48641,124,5468.07031,5443.82,,2.62,,,,24,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,5,5,0,0.2,0.2,0,0.39,0.39,0,0.45,0.45,0,3.62,3.62,0
D,DREGION,,2,"2024/06/16 04:05:00",1,SA1,0,71.16509,0,71.16509,0,0,1367.92,-3,1052.72,126,-441.2,0,,,78,,,,,,,,38,,,,,,,,34,,,,,,,,102,,,,,,,,102,,,,,,,,96,,,,,,-3.18983,3064.72168,370,1546.46387,1503.08,,20,,,,45,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,5,5,0,0.2,0.2,0,0.39,0.39,0,0.45,0.45,0,3.62,3.62,0
D,DREGION,,2,"2024/06/16 04:05:00",1,TAS1,0,150.1,0,150.1,0,0,1121.19,0,683.19,0,-438,0,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,50.24,,,,,,,,150.24,,,,,,,,150.24,,,,,,-1.39936,2347.18851,0,1122.58459,1121.19,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.38,0.38,0,0.38,0.38,0,5.88,5.88,0,0.2,0.2,0,0.39,0.39,0,0,0,0,4.46,4.46,0
D,DREGION,,2,"2024/06/16 04:05:00",1,VIC1,0,62.6127,0,62.6127,0,0,4471.86,1,5385.13,0,913.27,0,,,96,,,,,,,,131.78,,,,,,,,67.96,,,,,,,,113.66,,,,,,,,69.99,,,,,,,,102,,,,,,2.31244,9134.12585,382,4541.79053,4504.7,,127,,,,71,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,5,5,0,0.2,0.2,0,0.39,0.39,0,0.45,0.45,0,3.62,3.62,0
D,DREGION,,2,"2024/06/16 04:10:00",1,NSW1,0,85,0,85,0,0,7233.94,1,6786.58,80,-527.36,0,,,72,,,,,,,,190,,,,,,,,149.99,,,,,,,,127,,,,,,,,139.15,,,,,,,,104,,,,,,-1.13342,10050.97105,187,7326.0083,7324.16,,50,,,,24,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.25,0.25,0,0.26,0.26,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/16 04:10:00",1,QLD1,0,78.90779,0,78.90779,0,0,5434.78,10,5871.94,0,437.16,0,,,66.69,,,,,,,,44,,,,,,,,44,,,,,,,,60,,,,,,,,139,,,,,,,,139,,,,,,-1.65373,9442.6409,124,5432.11768,5439.91,,0,,,,0,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.25,0.25,0,0.26,0.26,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/16 04:10:00",1,SA1,0,91.94326,0,91.94326,0,0,1364.63,-3,1052.32,132,-444.31,0,,,36,,,,,,,,37.34,,,,,,,,33,,,,,,,,104,,,,,,,,104,,,,,,,,120.15,,,,,,-0.95531,3064.32007,370,1504.58374,1505.95,,20,,,,60,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.25,0.25,0,0.26,0.26,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,3.75,3.75,0
D,DREGION,,2,"2024/06/16 04:10:00",1,TAS1,0,150.1,0,150.1,0,0,1116.64,0,678.64,0,-438,0,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,51.54,,,,,,,,151.54,,,,,,,,151.54,,,,,,-0.27674,2350.48513,0,1116.9137,1116.64,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.38,0.38,0,0.38,0.38,0,5.88,5.88,0,0.34,0.34,0,0.39,0.39,0,0,0,0,3.46,3.46,0
D,DREGION,,2,"2024/06/16 04:10:00",1,VIC1,0,80.88009,0,80.88009,0,0,4418.65,-2,5458.3,7,1032.65,0,,,96,,,,,,,,143,,,,,,,,95,,,,,,,,109.5,,,,,,,,73,,,,,,,,92,,,,,,3.28463,9153.301,382,4457.60742,4461.12,,135.62,,,,86,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.25,0.25,0,0.26,0.26,0,1.5,1.5,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,3.75,3.75,0
