C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/16,04:05:02,0000000423189618,,0000000423189612
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/15 04:05:00",1,NSW1,0,84.10292,0,84.10292,0,0,7092.9,3,6568.2,156,-680.7,0,,,70,,,,,,,,159,,,,,,,,128.79,,,,,,,,87,,,,,,,,105,,,,,,,,93,,,,,,0,10298.11568,231,7292.75928,7263.19,,44,,,,23.45,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,1.2,1.2,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:05:00",1,QLD1,0,79.18136,0,79.18136,0,0,5523.73,2,5909.85,0,386.13,0,,,54,,,,,,,,114,,,,,,,,86,,,,,,,,63,,,,,,,,143,,,,,,,,158.96,,,,,,-4.13629,9538.34406,124,5531.31641,5527.49,,1,,,,25,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,1.2,1.2,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:05:00",1,SA1,0,81.31537,0,81.31537,0,0,1331.45,-3,1187.96,33,-176.49,0,,,100,,,,,,,,80.34,,,,,,,,67,,,,,,,,78,,,,,,,,99,,,,,,,,95,,,,,,0,3123.96221,285,1437.177,1365.6,,35,,,,45,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,1.2,1.2,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:05:00",1,TAS1,0,100.12,0,100.12,0,0,1172.81,0,734.81,0,-438,0,,,0,,,,,,,,1,,,,,,,,0,,,,,,,,40.4,,,,,,,,140.39,,,,,,,,140.96,,,,,,0.50942,1946.40603,0,1172.30273,1172.81,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.11257,6.11257,0,0.34,0.34,0,0.39,0.39,0,0,0,0,2.44,2.44,0
D,DREGION,,2,"2024/06/15 04:05:00",1,VIC1,0,77.49,0,77.49,0,0,4580.74,0,5626.69,92,953.95,0,,,44,,,,,,,,65,,,,,,,,43,,,,,,,,177.72,,,,,,,,112.53,,,,,,,,112,,,,,,-6.55602,9332.79282,404,4710.51465,4698.42,,133.15,,,,76.55,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.26,0.26,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,1.2,1.2,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:10:00",1,NSW1,0,89.88452,0,89.88452,0,0,7169.07,2,6613.32,156,-711.75,0,,,68.72,,,,,,,,126.5,,,,,,,,90,,,,,,,,117,,,,,,,,109.4,,,,,,,,113,,,,,,26.79338,10293.60306,231,7316.89258,7342,,52.28,,,,26,,,,,,,,,,,,,,,,,,,0.3,0.3,0,0.26,0.26,0,0.26,0.26,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.65,0.65,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:10:00",1,QLD1,0,85.85,0,85.85,0,0,5612.35,0,5925.27,4,308.92,0,,,42,,,,,,,,121,,,,,,,,78,,,,,,,,63,,,,,,,,143,,,,,,,,143,,,,,,1.94103,9527.61777,124,5612.48682,5618.41,,1,,,,1,,,,,,,,,,,,,,,,,,,0.3,0.3,0,0.26,0.26,0,0.26,0.26,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.65,0.65,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:10:00",1,SA1,0,86.37255,0,86.37255,0,0,1341.7,-1,1192.69,66,-215.01,0,,,118,,,,,,,,114,,,,,,,,108.91,,,,,,,,80,,,,,,,,101,,,,,,,,95,,,,,,10.15438,3128.69433,271,1368.6001,1409.59,,22,,,,20,,,,,,,,,,,,,,,,,,,0.3,0.3,0,0.26,0.26,0,0.26,0.26,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.65,0.65,0,1.2,1.2,0
D,DREGION,,2,"2024/06/15 04:10:00",1,TAS1,0,100.12,0,100.12,0,0,1173.58,1,735.58,0,-438,0,,,0,,,,,,,,1,,,,,,,,1,,,,,,,,41.68,,,,,,,,141.68,,,,,,,,141.68,,,,,,0.89162,1867.70517,0,1171.68799,1173.58,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.38,0.38,0,0.38,0.38,0,7.89106,7.89106,0,0.39,0.39,0,0.45,0.45,0,0,0,0,2.44,2.44,0
D,DREGION,,2,"2024/06/15 04:10:00",1,VIC1,0,81.19212,0,81.19212,0,0,4505.36,-3,5681.65,66,1110.29,0,,,44,,,,,,,,54,,,,,,,,44,,,,,,,,148.21,,,,,,,,108.59,,,,,,,,110.99,,,,,,-1.78101,9322.26911,404,4635.35352,4604.94,,130.34,,,,123,,,,,,,,,,,,,,,,,,,0.3,0.3,0,0.26,0.26,0,0.26,0.26,0,1,1,0,0.39,0.39,0,0.45,0.45,0,0.65,0.65,0,1.2,1.2,0
