C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/04,04:05:01,0000000421849399,,0000000421849393
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/03 04:05:00",1,NSW1,0,78,0,78,0,0,6775.34,-3,6685.58,124,-213.75,0,,,62.59,,,,,,,,231.61,,,,,,,,146,,,,,,,,84,,,,,,,,85,,,,,,,,84,,,,,,3.08756,12104.21809,232,6946.65723,6910.72,,70,,,,40,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.26,0.26,0,5.46,5.46,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/03 04:05:00",1,QLD1,0,71.71546,0,71.71546,0,0,5438.02,18,5945.28,0,507.26,0,,,57,,,,,,,,57,,,,,,,,40,,,,,,,,58,,,,,,,,139.04,,,,,,,,156.25,,,,,,-8.18833,9358.00069,124,5472.18213,5445.66,,0,,,,24,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.26,0.26,0,5.46,5.46,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/03 04:05:00",1,SA1,0,139.44,0,139.44,0,0,1355.72,-2,1042.19,41.46,-354.98,0,,,65,,,,,,,,80,,,,,,,,40.75,,,,,,,,109,,,,,,,,110,,,,,,,,102,,,,,,0.20977,3163.19212,123,1392.37671,1403.16,,0,,,,45,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.26,0.26,0,5.46,5.46,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/03 04:05:00",1,TAS1,0,150.1,0,150.1,0,0,1163.85,1,725.85,0,-438,0,,,0,,,,,,,,1,,,,,,,,1.48,,,,,,,,39.62,,,,,,,,139.62,,,,,,,,153.4,,,,,,0.62521,2230.89658,0,1162.22217,1163.85,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,6.37,6.37,0,0.39,0.39,0,0.45,0.45,0,0,0,0,3.21,3.21,0
D,DREGION,,2,"2024/06/03 04:05:00",1,VIC1,0,126.34462,0,126.34462,0,0,4466.12,3,5174.47,159,549.35,0,,,84,,,,,,,,45,,,,,,,,95,,,,,,,,160.01,,,,,,,,133,,,,,,,,111,,,,,,-7.36764,8565.47127,409,4504.37549,4649.99,,135.62,,,,61,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.3,0.3,0,0.26,0.26,0,5.46,5.46,0,0.39,0.39,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/03 04:10:00",1,NSW1,0,92.5651,0,92.5651,0,0,6872.05,5,6814.97,124,-181.08,0,,,46.37,,,,,,,,161.65,,,,,,,,111.72,,,,,,,,117,,,,,,,,96,,,,,,,,107,,,,,,1.44671,12168.47957,232,6997.67334,7003.83,,95.62,,,,45.22,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,4,4,0,0.5,0.5,0,0.45,0.45,0,0.45,0.45,0,3.71,3.71,0
D,DREGION,,2,"2024/06/03 04:10:00",1,QLD1,0,85.75,0,85.75,0,0,5511.06,22,5950.05,0,438.99,0,,,68,,,,,,,,68,,,,,,,,68,,,,,,,,58,,,,,,,,138,,,,,,,,141,,,,,,0,9356.67214,124,5495.21143,5516.54,,5,,,,24,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,4,4,0,0.5,0.5,0,0.45,0.45,0,0.45,0.45,0,3.71,3.71,0
D,DREGION,,2,"2024/06/03 04:10:00",1,SA1,0,126.7278,0,126.7278,0,0,1347.48,-1,1051.64,28,-323.85,0,,,122,,,,,,,,138,,,,,,,,107,,,,,,,,111,,,,,,,,111,,,,,,,,104,,,,,,-2.04024,3172.63814,127,1391.95081,1380.24,,35,,,,41.78,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,4,4,0,0.5,0.5,0,0.45,0.45,0,0.45,0.45,0,3.71,3.71,0
D,DREGION,,2,"2024/06/03 04:10:00",1,TAS1,0,150.1,0,150.1,0,0,1166.53,2,728.53,0,-438,0,,,0,,,,,,,,1,,,,,,,,1.48,,,,,,,,39.62,,,,,,,,139.62,,,,,,,,153.13,,,,,,1.04246,2234.30079,0,1163.4873,1166.53,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,6.37,6.37,0,0.5,0.5,0,0.45,0.45,0,0,0,0,3.21,3.21,0
D,DREGION,,2,"2024/06/03 04:10:00",1,VIC1,0,115.41588,0,115.41588,0,0,4464.69,8,5187.95,179,544.25,0,,,32,,,,,,,,45,,,,,,,,33,,,,,,,,126.33,,,,,,,,122.62,,,,,,,,102.11,,,,,,-6.41847,8557.06985,409,4617.54785,4665.99,,70,,,,59,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.26,0.26,0,0.26,0.26,0,4,4,0,0.5,0.5,0,0.45,0.45,0,0.45,0.45,0,3.71,3.71,0
