C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/21,04:05:02,0000000423735257,,0000000423735251
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/20 04:05:00",1,NSW1,0,213.47614,0,213.47614,0,0,7631.08,-6,6969.5,5,-666.57,0,,,91,,,,,,,,128,,,,,,,,117,,,,,,,,104,,,,,,,,60,,,,,,,,94.51,,,,,,-2.70606,10826.51359,47,7709.42969,7651,,64,,,,12,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.39,0.39,0,0.39,0.39,0,10.98,10.98,0,4.89,4.89,0,4.89,4.89,0,0.39,0.39,0,7.5,7.5,0
D,DREGION,,2,"2024/06/20 04:05:00",1,QLD1,0,195.16925,0,195.16925,0,0,5925.37,13,6527.92,0,602.55,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,63,,,,,,,,129,,,,,,,,126.25,,,,,,8.31535,9631.93897,49,5915.51367,5933.55,,67,,,,43,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.39,0.39,0,0.39,0.39,0,10.98,10.98,0,4.89,4.89,0,4.89,4.89,0,0.39,0.39,0,7.5,7.5,0
D,DREGION,,2,"2024/06/20 04:05:00",1,SA1,0,209.4096,0,209.4096,0,0,1341.62,-4,1310.4,56,-87.22,0,,,123.81,,,,,,,,86,,,,,,,,133.08,,,,,,,,107.74,,,,,,,,110.86,,,,,,,,154,,,,,,-1.69121,3028.39644,371,1399.64746,1397.66,,65,,,,100,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.39,0.39,0,0.39,0.39,0,10.98,10.98,0,4.89,4.89,0,4.89,4.89,0,0.39,0.39,0,7.5,7.5,0
D,DREGION,,2,"2024/06/20 04:05:00",1,TAS1,0,600.12,0,600.12,0,0,1243.77,1,765.77,0,-478,0,,,0,,,,,,,,4.77,,,,,,,,4.77,,,,,,,,25.97,,,,,,,,130.87,,,,,,,,125.97,,,,,,2.9846,2111.24404,0,1239.78772,1243.77,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.39,0.39,0,237.54632,237.54632,0,351.56493,351.56493,0,0.38,0.38,0,0.38,0.38,0,0,0,0,5.18,5.18,0
D,DREGION,,2,"2024/06/20 04:05:00",1,VIC1,0,204,0,204,0,0,4921.86,4,5663.16,70,671.3,0,,,57,,,,,,,,193.05,,,,,,,,57,,,,,,,,150,,,,,,,,170,,,,,,,,100,,,,,,-3.88351,9708.87275,390,5012.91943,5010.76,,9.22,,,,15,,,,,,,,,,,,,,,,,,,1.84,1.84,0,0.39,0.39,0,0.39,0.39,0,10.98,10.98,0,4.89,4.89,0,4.89,4.89,0,0.39,0.39,0,7.5,7.5,0
D,DREGION,,2,"2024/06/20 04:10:00",1,NSW1,0,280,0,280,0,0,7776.73,5,7042.56,6,-740.16,0,,,87,,,,,,,,125.51,,,,,,,,92,,,,,,,,120.65,,,,,,,,107,,,,,,,,116.51,,,,,,8.50804,10833.01301,48,7787.26465,7799.96,,60,,,,12.04,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.38,0.38,0,0.3,0.3,0,7.73,7.73,0,1.84,1.84,0,10,10,0,0.39,0.39,0,9.88,9.88,0
D,DREGION,,2,"2024/06/20 04:10:00",1,QLD1,0,254.62497,0,254.62497,0,0,5947.76,16,6581.83,0,634.07,0,,,9.86,,,,,,,,40,,,,,,,,28,,,,,,,,63,,,,,,,,101,,,,,,,,103,,,,,,6.34278,9622.1885,49,5935.68994,5956.75,,53,,,,39.96,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.38,0.38,0,0.3,0.3,0,7.73,7.73,0,1.84,1.84,0,10,10,0,0.39,0.39,0,9.88,9.88,0
D,DREGION,,2,"2024/06/20 04:10:00",1,SA1,0,273.25198,0,273.25198,0,0,1385.55,0,1337.95,50,-97.59,0,,,103,,,,,,,,129,,,,,,,,117.7,,,,,,,,93,,,,,,,,94,,,,,,,,154,,,,,,-6.27692,3055.95277,365,1438.34839,1435.68,,58.22,,,,102,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.38,0.38,0,0.3,0.3,0,7.73,7.73,0,1.84,1.84,0,10,10,0,0.39,0.39,0,9.88,9.88,0
D,DREGION,,2,"2024/06/20 04:10:00",1,TAS1,0,600.04,0,600.04,0,0,1243.9,2,765.9,0,-478,0,,,0,,,,,,,,4.77,,,,,,,,4.77,,,,,,,,26.2,,,,,,,,130.28,,,,,,,,126.2,,,,,,4.17582,2110.25945,0,1237.71924,1243.9,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.38,0.38,0,238.96632,238.96632,0,351.40598,351.40598,0,0.38,0.38,0,1.33,1.33,0,0,0,0,5.18,5.18,0
D,DREGION,,2,"2024/06/20 04:10:00",1,VIC1,0,265.8385,0,265.8385,0,0,4938.25,8,5682.55,16,728.3,0,,,74,,,,,,,,114,,,,,,,,70,,,,,,,,150,,,,,,,,170,,,,,,,,102.57,,,,,,0,9720.54991,388,5011.06494,4974.5,,34,,,,16,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.38,0.38,0,0.3,0.3,0,7.73,7.73,0,1.84,1.84,0,10,10,0,0.39,0.39,0,9.88,9.88,0
