C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/26,04:05:01,0000000424258446,,0000000424258440
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/25 04:05:00",1,NSW1,0,105.76,0,105.76,0,0,7528.18,5,6922.39,441,-1046.8,0,,,110.84,,,,,,,,173.9,,,,,,,,141,,,,,,,,81,,,,,,,,87,,,,,,,,131.19,,,,,,-4.19439,11913.88388,479,8023.90234,8009.07,,38,,,,8.02,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.39,0.39,0,0.39,0.39,0,3.62,3.62,0,0.38,0.38,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/25 04:05:00",1,QLD1,0,102.61699,0,102.61699,0,0,5761.52,11,6109.11,94,253.58,0,,,30,,,,,,,,63.7,,,,,,,,54.93,,,,,,,,56,,,,,,,,91,,,,,,,,91,,,,,,9.04516,8977.50753,124,5761.37939,5856,,0,,,,13.98,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.39,0.39,0,0.39,0.39,0,3.62,3.62,0,0.38,0.38,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/25 04:05:00",1,SA1,0,91.62711,0,91.62711,0,0,1423.63,-3,1475.8,144,-91.84,0,,,95,,,,,,,,100,,,,,,,,56,,,,,,,,140.46,,,,,,,,100,,,,,,,,148,,,,,,4.25619,3344.79522,365,1536.64783,1567.72,,16,,,,30,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.39,0.39,0,0.39,0.39,0,3.62,3.62,0,0.38,0.38,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/25 04:05:00",1,TAS1,0,103.95733,0,103.95733,0,0,1174.67,1,728.47,0,-446.21,0,,,0,,,,,,,,36.57,,,,,,,,24.73,,,,,,,,33.62,,,,,,,,172.75,,,,,,,,78.66,,,,,,2.71951,2137.9747,0,1170.95313,1174.67,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.39,0.39,0,0.39,0.39,0,8.31,8.31,0,0.38,0.38,0,0.38,0.38,0,0,0,0,3.35,3.35,0
D,DREGION,,2,"2024/06/25 04:05:00",1,VIC1,0,89.26014,0,89.26014,0,0,4609.78,0,6202.87,161,1432.09,0,,,35,,,,,,,,37,,,,,,,,35,,,,,,,,192,,,,,,,,202.66,,,,,,,,204.57,,,,,,7.97154,9662.86925,409,4688.55957,4831.16,,119.43,,,,118,,,,,,,,,,,,,,,,,,,0.86,0.86,0,0.39,0.39,0,0.39,0.39,0,3.62,3.62,0,0.38,0.38,0,0.45,0.45,0,0.45,0.45,0,1.2,1.2,0
D,DREGION,,2,"2024/06/25 04:10:00",1,NSW1,0,105.76,0,105.76,0,0,7700.51,15,7022.78,442,-1119.73,0,,,61,,,,,,,,175.38,,,,,,,,90.74,,,,,,,,86,,,,,,,,92,,,,,,,,170.2,,,,,,10.02133,11702.27548,480,8156.16504,8184.1,,63,,,,15.01,,,,,,,,,,,,,,,,,,,1.43,1.43,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,0.5,0.5,0,0.95,0.95,0,0.39,0.39,0,3.99,3.99,0
D,DREGION,,2,"2024/06/25 04:10:00",1,QLD1,0,101.50342,0,101.50342,0,0,5729.1,16,6111.48,69,313.37,0,,,25,,,,,,,,58.7,,,,,,,,49.93,,,,,,,,83,,,,,,,,91,,,,,,,,118,,,,,,5.95108,8980.78762,124,5799.52637,5799.15,,3,,,,14,,,,,,,,,,,,,,,,,,,1.43,1.43,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,0.5,0.5,0,0.95,0.95,0,0.39,0.39,0,3.99,3.99,0
D,DREGION,,2,"2024/06/25 04:10:00",1,SA1,0,89.94501,0,89.94501,0,0,1456.32,1,1495.01,83,-44.31,0,,,34,,,,,,,,82,,,,,,,,96,,,,,,,,120.43,,,,,,,,117.76,,,,,,,,182,,,,,,0,3364.0087,366,1554.29773,1539.11,,63,,,,45,,,,,,,,,,,,,,,,,,,1.43,1.43,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,0.5,0.5,0,0.95,0.95,0,0.39,0.39,0,3.99,3.99,0
D,DREGION,,2,"2024/06/25 04:10:00",1,TAS1,0,100.97744,0,100.97744,0,0,1172.44,2,764.95,0,-407.49,0,,,25.29,,,,,,,,58.7,,,,,,,,57,,,,,,,,17.15,,,,,,,,144.82,,,,,,,,39.38,,,,,,0,2157.05114,0,1170.44263,1172.44,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.39,0.39,0,0.39,0.39,0,8.31,8.31,0,0.5,0.5,0,0.95,0.95,0,0.38,0.38,0,3.35,3.35,0
D,DREGION,,2,"2024/06/25 04:10:00",1,VIC1,0,88.85,0,88.85,0,0,4711.03,6,6138.58,69.13,1358.42,0,,,123.49,,,,,,,,33,,,,,,,,14,,,,,,,,200,,,,,,,,210,,,,,,,,146,,,,,,2.7002,9598.57542,407,4826.8833,4837.99,,31,,,,95.99,,,,,,,,,,,,,,,,,,,1.43,1.43,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,0.5,0.5,0,0.95,0.95,0,0.39,0.39,0,3.99,3.99,0
D,DREGION,,2,"2024/06/25 04:15:00",1,NSW1,0,105.76,0,105.76,0,0,7720.01,19,7119.45,445,-1045.55,0,,,58,,,,,,,,131.1,,,,,,,,96.78,,,,,,,,86,,,,,,,,72,,,,,,,,125.19,,,,,,17.94374,11706.23369,483,8168.78516,8205.95,,0,,,,18.01,,,,,,,,,,,,,,,,,,,0.76,0.76,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,1,1,0,3,3,0,0.39,0.39,0,0.39,0.39,0
D,DREGION,,2,"2024/06/25 04:15:00",1,QLD1,0,103.39,0,103.39,0,0,5818.18,21,6096.92,41.2,237.54,0,,,30,,,,,,,,63.7,,,,,,,,54.93,,,,,,,,83,,,,,,,,91,,,,,,,,118,,,,,,0,8974.97792,124,5866.34717,5859.42,,0,,,,14,,,,,,,,,,,,,,,,,,,0.76,0.76,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,1,1,0,3,3,0,0.39,0.39,0,0.39,0.39,0
D,DREGION,,2,"2024/06/25 04:15:00",1,SA1,0,89.49591,0,89.49591,0,0,1450.51,1,1497.38,73,-26.13,0,,,34.76,,,,,,,,84,,,,,,,,81,,,,,,,,124.64,,,,,,,,141.99,,,,,,,,181,,,,,,-0.96966,3366.3837,366,1512.18555,1523.25,,90,,,,45,,,,,,,,,,,,,,,,,,,0.76,0.76,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,1,1,0,3,3,0,0.39,0.39,0,0.39,0.39,0
D,DREGION,,2,"2024/06/25 04:15:00",1,TAS1,0,103.15153,0,103.15153,0,0,1175.85,2,780.5,0,-395.35,0,,,37.43,,,,,,,,87.42,,,,,,,,57,,,,,,,,15.15,,,,,,,,142.83,,,,,,,,32.1,,,,,,-3.24269,2169.59935,0,1177.09607,1175.85,,50,,,,50,,,,,,,,,,,,,,,,,,,7.32,7.32,0,0.39,0.39,0,0.39,0.39,0,8.31,8.31,0,1,1,0,1.26,1.26,0,0.38,0.38,0,3.35,3.35,0
D,DREGION,,2,"2024/06/25 04:15:00",1,VIC1,0,88.85,0,88.85,0,0,4690.19,9,6103.79,85.3,1328.29,0,,,44,,,,,,,,42,,,,,,,,18,,,,,,,,200,,,,,,,,210,,,,,,,,201.53,,,,,,-8.85948,9560.78943,407,4784.42871,4833.56,,135,,,,92.99,,,,,,,,,,,,,,,,,,,0.76,0.76,0,0.39,0.39,0,0.39,0.39,0,4.22,4.22,0,1,1,0,3,3,0,0.39,0.39,0,0.39,0.39,0
D,DREGION,,2,"2024/06/25 04:20:00",1,NSW1,0,105.0001,0,105.0001,0,0,7731.12,23,7162.35,443,-1011.77,0,,,59,,,,,,,,157,,,,,,,,136,,,,,,,,87,,,,,,,,72,,,,,,,,125.19,,,,,,26.9619,11702.24788,481,8167.73438,8211.21,,38,,,,14.03,,,,,,,,,,,,,,,,,,,0.76,0.76,0,0.39,0.39,0,0.39,0.39,0,5,5,0,0.38,0.38,0,0.39,0.39,0,0.39,0.39,0,3.76,3.76,0
