C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2024/06/29,04:05:01,0000000424579660,,0000000424579654
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG
D,DREGION,,2,"2024/06/28 04:05:00",1,NSW1,0,50.49498,0,50.49498,0,0,7396.37,1,6556.98,427,-1266.39,0,,,44,,,,,,,,162,,,,,,,,120.48,,,,,,,,108,,,,,,,,120,,,,,,,,91,,,,,,-11.64569,12116.45699,523,7943.12354,7890.43,,61,,,,7.19,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.38,0.38,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,1.2,1.2,0
D,DREGION,,2,"2024/06/28 04:05:00",1,QLD1,0,49.4,0,49.4,0,0,5511,6,5699.34,0,188.35,0,,,45,,,,,,,,97.7,,,,,,,,88.93,,,,,,,,69,,,,,,,,107,,,,,,,,112,,,,,,3.33563,8583.63637,75,5502.83154,5511.21,,0,,,,26,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.38,0.38,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,1.2,1.2,0
D,DREGION,,2,"2024/06/28 04:05:00",1,SA1,0,20.35645,0,20.35645,0,0,1416.59,-3,1911.02,51,443.43,0,,,71,,,,,,,,111.83,,,,,,,,69,,,,,,,,101,,,,,,,,99,,,,,,,,157.69,,,,,,-7.90098,3501.02379,389,1530.97461,1481.72,,72,,,,64,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.38,0.38,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,1.2,1.2,0
D,DREGION,,2,"2024/06/28 04:05:00",1,TAS1,0,54.22,0,54.22,0,0,1198.33,1,720.33,0,-478,0,,,0,,,,,,,,4.78,,,,,,,,0,,,,,,,,9.65,,,,,,,,109.64,,,,,,,,132.96,,,,,,-0.92393,2200.88818,0,1198.25708,1198.33,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,1.36,1.36,0,0.38,0.38,0,8.02,8.02,0,0.34,0.34,0,0.38,0.38,0,0,0,0,4.34,4.34,0
D,DREGION,,2,"2024/06/28 04:05:00",1,VIC1,0,8.95,0,8.95,0,0,4574.41,5,5977.64,86,1317.23,0,,,116.83,,,,,,,,42,,,,,,,,42,,,,,,,,188.53,,,,,,,,192,,,,,,,,134,,,,,,2.69131,10092.05907,410,4796.04785,4783.63,,72.22,,,,72.81,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.38,0.38,0,4.22,4.22,0,0.34,0.34,0,0.39,0.39,0,0.39,0.39,0,1.2,1.2,0
D,DREGION,,2,"2024/06/28 04:10:00",1,NSW1,0,78,0,78,0,0,7523.71,14,6703.14,463,-1283.57,0,,,43,,,,,,,,162,,,,,,,,120,,,,,,,,118,,,,,,,,130,,,,,,,,101,,,,,,0,12109.80936,523,8014.80029,8050.9,,59.22,,,,7.22,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.3,0.3,0,4,4,0,0.2,0.2,0,0.39,0.39,0,0.39,0.39,0,3.76,3.76,0
D,DREGION,,2,"2024/06/28 04:10:00",1,QLD1,0,75.41008,0,75.41008,0,0,5524.57,5,5767.31,0,242.74,0,,,45,,,,,,,,97.7,,,,,,,,88.93,,,,,,,,68,,,,,,,,103,,,,,,,,107,,,,,,0,8601.41998,75,5519.96924,5525.25,,0,,,,17,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.3,0.3,0,4,4,0,0.2,0.2,0,0.39,0.39,0,0.39,0.39,0,3.76,3.76,0
D,DREGION,,2,"2024/06/28 04:10:00",1,SA1,0,29.34698,0,29.34698,0,0,1496.65,3,1915.73,65,354.08,0,,,115,,,,,,,,97.14,,,,,,,,63,,,,,,,,99,,,,,,,,101,,,,,,,,147.97,,,,,,0.62408,3508.32868,389,1543.21008,1573.61,,65,,,,74.78,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.3,0.3,0,4,4,0,0.2,0.2,0,0.39,0.39,0,0.39,0.39,0,3.76,3.76,0
D,DREGION,,2,"2024/06/28 04:10:00",1,TAS1,0,54.1606,0,54.1606,0,0,1209.24,1,731.24,0,-478,0,,,0,,,,,,,,4.78,,,,,,,,0,,,,,,,,9.86,,,,,,,,109.85,,,,,,,,146.01,,,,,,5.70047,2193.11381,0,1202.54004,1209.24,,50,,,,50,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.38,0.38,0,0.38,0.38,0,8.02,8.02,0,0.2,0.2,0,0.38,0.38,0,0,0,0,2.40192,2.40192,0
D,DREGION,,2,"2024/06/28 04:10:00",1,VIC1,0,8.95048,0,8.95048,0,0,4506.76,2,6026.72,164,1355.96,0,,,71.14,,,,,,,,54,,,,,,,,45.81,,,,,,,,181.64,,,,,,,,184.13,,,,,,,,126,,,,,,0.21779,10091.98275,410,4697.02393,4785.14,,81,,,,71,,,,,,,,,,,,,,,,,,,0.39,0.39,0,0.26,0.26,0,0.3,0.3,0,4,4,0,0.2,0.2,0,0.39,0.39,0,0.39,0.39,0,3.76,3.76,0
